"...1","V1.x","area_fips","own_code","industry_code","agglvl_code","size_code","year","qtr","disclosure_code","area_title","own_title","industry_title","agglvl_title","size_title","annual_avg_estabs_count","annual_avg_emplvl","total_annual_wages","taxable_annual_wages","annual_contributions","annual_avg_wkly_wage","avg_annual_pay","lq_disclosure_code","lq_annual_avg_estabs_count","lq_annual_avg_emplvl","lq_total_annual_wages","lq_taxable_annual_wages","lq_annual_contributions","lq_annual_avg_wkly_wage","lq_avg_annual_pay","oty_disclosure_code","oty_annual_avg_estabs_count_chg","oty_annual_avg_estabs_count_pct_chg","oty_annual_avg_emplvl_chg","oty_annual_avg_emplvl_pct_chg","oty_total_annual_wages_chg","oty_total_annual_wages_pct_chg","oty_taxable_annual_wages_chg","oty_taxable_annual_wages_pct_chg","oty_annual_contributions_chg","oty_annual_contributions_pct_chg","oty_annual_avg_wkly_wage_chg","oty_annual_avg_wkly_wage_pct_chg","oty_avg_annual_pay_chg","oty_avg_annual_pay_pct_chg","State","V1.y","value"
204,204,49000,5,10,51,0,2013,"A",NA,"Utah -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",84035,1042639,43496438021,23538483214,356095686,802,41718,NA,0.99,0.99,0.99,1.02,1,1,1,NA,2416,3,36361,3.6,2075365823,5,1388769960,6.3,10961540,3.2,10,1.3,555,1.3,"Utah",204,7.25
205,205,50000,5,10,51,0,2013,"A",NA,"Vermont -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",22830,248983,10265156691,3353279055,136021750,793,41228,NA,0.97,0.98,0.96,1.02,1,0.98,0.98,NA,42,0.2,1896,0.8,330786011,3.3,75608298,2.3,3433131,2.6,20,2.6,1022,2.5,"Vermont",205,8.6
206,206,51000,5,10,51,0,2013,"A",NA,"Virginia -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",230312,2951428,152484726526,26632490858,772044956,994,51665,NA,1,0.96,0.96,1.01,1,1,1,NA,-167,-0.1,24210,0.8,2080150693,1.4,390800704,1.5,9166618,1.2,6,0.6,284,0.6,"Virginia",206,7.25
207,207,53000,5,10,51,0,2013,"A",NA,"Washington -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",242278,2442377,129153301276,68315928325,1257424959,1017,52880,NA,1.01,0.98,0.98,1.01,1,1,1,NA,10985,4.7,63875,2.7,6030740989,4.9,4070900374,6.3,122808725,10.8,22,2.2,1115,2.2,"Washington",207,9.19
208,208,54000,5,10,51,0,2013,"A",NA,"West Virginia -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",45712,564975,22324625820,6611815337,201578597,760,39514,NA,0.95,0.95,0.94,1.01,1,0.99,0.99,NA,148,0.3,-2463,-0.4,48094061,0.2,-44651207,-0.7,-10574316,-5,5,0.7,256,0.7,"West Virginia",208,7.25
209,209,55000,5,10,51,0,2013,"A",NA,"Wisconsin -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",154582,2344169,99796573434,29176416210,1156788137,819,42572,NA,0.98,1.02,1.02,1.02,1,1,1,NA,2417,1.6,28452,1.2,3091135183,3.2,2176024369,8.1,-14731827,-1.3,16,2,812,1.9,"Wisconsin",209,7.25
210,210,56000,5,10,51,0,2013,"A",NA,"Wyoming -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",23972,213355,9535334764,4528031504,138487692,859,44692,NA,0.97,0.9,0.9,1,0.99,1,1,NA,72,0.3,1163,0.5,133205410,1.4,115143444,2.6,-4116510,-2.9,7,0.8,382,0.9,"Wyoming",210,7.25
211,211,72000,5,10,51,0,2013,"A",NA,"Puerto Rico -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",45824,683535,17282473780,4940054956,174403220,486,25284,NA,0.99,0.88,0.83,1.01,1,0.94,0.94,NA,-587,-1.3,614,0.1,76046082,0.4,-138685802,-2.7,-10358169,-5.6,1,0.2,89,0.4,"Puerto Rico",211,7.25
212,212,78000,5,10,51,0,2013,"A",NA,"Virgin Islands -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",3257,27645,931370268,546875025,8576651,648,33690,NA,0.99,0.85,0.76,1.02,1,0.9,0.9,NA,-70,-2.1,-1418,-4.9,-123623979,-11.7,-52692548,-8.8,5148037,150.1,-50,-7.2,-2610,-7.2,"Virgin Islands",212,7.25
213,213,1000,5,10,51,0,2014,"A",NA,"Alabama -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",111159,1504320,63721239172,13791432669,314162697,815,42359,NA,0.98,0.95,0.93,1.02,1,0.98,0.98,NA,1397,1.3,18776,1.3,2222857332,3.6,304140370,2.3,-70164357,-18.3,19,2.4,961,2.3,"Alabama",213,7.25
214,214,2000,5,10,51,0,2014,"A",NA,"Alaska -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",19985,253462,13338356818,7515432374,196675074,1012,52625,NA,0.93,0.91,0.9,1,0.98,0.99,0.99,NA,160,0.8,2115,0.8,614592205,4.8,127423602,1.7,-49616606,-20.1,38,3.9,2003,4,"Alaska",214,7.75
215,215,4000,5,10,51,0,2014,"A",NA,"Arizona -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",144290,2153171,100209984447,18077063190,421009143,895,46541,NA,1.01,1,1,1.01,1,0.99,0.99,NA,3461,2.5,50318,2.4,4481610738,4.7,531256517,3,8645296,2.1,20,2.3,1018,2.2,"Arizona",215,7.9
216,216,5000,5,10,51,0,2014,"A",NA,"Arkansas -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",82581,957335,38025279451,11727213348,368808490,764,39720,NA,0.98,0.98,0.97,1.01,1,1,0.99,NA,-9,0,12716,1.3,1525364907,4.2,274542473,2.4,-6171728,-1.6,21,2.8,1080,2.8,"Arkansas",216,7.25
217,217,6000,5,10,51,0,2014,"A",NA,"California -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",1338292,13501711,789944400751,114096338917,5726338259,1125,58507,NA,1.01,1.01,1,1.02,1,0.99,0.99,NA,42321,3.3,397116,3,48522565788,6.5,5955540541,5.5,161634590,2.9,37,3.4,1930,3.4,"California",217,9
218,218,8000,5,10,51,0,2014,"A",NA,"Colorado -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",175999,2029168,107687085515,26072465857,705642838,1021,53070,NA,1.01,0.99,1,0.97,1,1.01,1.01,NA,4795,2.8,77002,3.9,7862108484,7.9,2114002103,8.8,33757484,5,38,3.9,1935,3.8,"Colorado",218,8
219,219,9000,5,10,51,0,2014,"A",NA,"Connecticut -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",110482,1417753,91888499409,19712703462,771479128,1246,64813,NA,1,1.01,1.03,1.02,1,1.02,1.02,NA,1190,1.1,12547,0.9,3006548591,3.4,318021605,1.6,-32238207,-4,30,2.5,1561,2.5,"Connecticut",219,8.7
220,220,10000,5,10,51,0,2014,"A",NA,"Delaware -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",29394,362289,19295404371,5794619991,134633791,1024,53260,NA,1.01,1.01,1.01,1.02,1,1,1,NA,1599,5.8,9091,2.6,944826435,5.1,2101590256,56.9,33379766,33,25,2.5,1305,2.5,"Delaware",220,7.75
221,221,11000,5,10,51,0,2014,"A",NA,"District of Columbia","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",35871,495073,39179392152,4857889791,135625293,1522,79139,NA,1.02,0.8,0.74,1.03,1.01,0.92,0.92,NA,861,2.5,9535,2,1830738634,4.9,242313009,5.2,5955213,4.6,43,2.9,2217,2.9,"District",221,9.5
222,222,12000,5,10,51,0,2014,"A",NA,"Florida -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",630788,6731170,296555433268,62291651151,1776233175,847,44057,NA,1.02,1.03,1.01,1.03,1.01,0.98,0.98,NA,12927,2.1,239328,3.7,18045775651,6.5,2895924253,4.9,-282759181,-13.7,22,2.7,1156,2.7,"Florida",222,7.93
223,223,13000,5,10,51,0,2014,"A",NA,"Georgia -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",272059,3396684,165898399643,36420748753,852696030,939,48841,NA,1,1,1.01,1.02,1.01,1.02,1.02,NA,7200,2.7,118518,3.6,10154926180,6.5,1655873129,4.8,-34734054,-3.9,25,2.7,1332,2.8,"Georgia",223,7.25
224,224,15000,5,10,51,0,2014,"A",NA,"Hawaii -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",36574,504390,21478467719,13169373565,235094996,819,42583,NA,0.98,0.95,0.9,1.03,1.01,0.94,0.94,NA,231,0.6,7234,1.5,853700260,4.1,525884360,4.2,-174716723,-42.6,21,2.6,1098,2.6,"Hawaii",224,7.25
225,225,16000,5,10,51,0,2014,"A",NA,"Idaho -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",51907,533878,20267267198,12431166594,197293209,730,37962,NA,0.98,0.98,0.98,1.02,1,1,1,NA,1407,2.8,14986,2.9,1210787729,6.4,579306848,4.9,-82665882,-29.5,24,3.4,1237,3.4,"Idaho",225,7.25
226,226,17000,5,10,51,0,2014,"A",NA,"Illinois -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",404171,4974896,270067548540,62692456301,2457196581,1044,54286,NA,1.01,1.02,1.03,1.01,1,1.01,1,NA,12517,3.2,77173,1.6,12319034226,4.8,2182213126,3.6,-306493817,-11.1,32,3.2,1660,3.2,"Illinois",226,8.25
227,227,18000,5,10,51,0,2014,"A",NA,"Indiana -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",152637,2499895,106792639800,24971556067,707857910,822,42719,NA,1,1.02,1.03,1.02,1,1.01,1.01,NA,-943,-0.6,41635,1.7,4058841668,4,735103048,3,-25526074,-3.5,18,2.2,928,2.2,"Indiana",227,7.25
228,228,19000,5,10,51,0,2014,"A",NA,"Iowa -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",93162,1280166,53731247710,26390056817,429045112,807,41972,NA,0.97,1,0.99,1.02,1,0.99,0.99,NA,1797,2,18786,1.5,2659281743,5.2,1318486918,5.3,-96634574,-18.4,28,3.6,1483,3.7,"Iowa",228,7.25
229,229,20000,5,10,51,0,2014,"A",NA,"Kansas -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",80307,1113793,48482989088,10515318612,363243842,837,43530,NA,0.97,0.97,0.99,0.67,0.98,1.02,1.02,NA,1101,1.4,20898,1.9,2257037048,4.9,335414958,3.3,-41517346,-10.3,24,3,1233,2.9,"Kansas",229,7.25
230,230,21000,5,10,51,0,2014,"A",NA,"Kentucky -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",115361,1508025,63009498189,15503369963,510525363,804,41783,NA,0.98,0.99,0.98,1.02,1.01,1,1,NA,3333,3,32257,2.2,3126766058,5.2,1086831424,7.5,17879906,3.6,24,3.1,1206,3,"Kentucky",230,7.25
231,231,22000,5,10,51,0,2014,"A",NA,"Louisiana -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",118652,1611244,73781349511,14710377399,247095570,881,45792,NA,0.99,0.99,1,1.02,1,1.01,1.01,NA,-2473,-2,39146,2.5,4084695749,5.9,355615853,2.5,-19298506,-7.2,28,3.3,1458,3.3,"Louisiana",231,7.25
232,232,23000,5,10,51,0,2014,"A",NA,"Maine -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",46240,494882,19778689809,5522923842,142343345,769,39967,NA,0.97,0.99,0.98,1.02,1,0.99,0.99,NA,42,0.1,4109,0.8,747419809,3.9,104219946,1.9,-26489029,-15.7,23,3.1,1189,3.1,"Maine",232,7.5
233,233,24000,5,10,51,0,2014,"A",NA,"Maryland -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",163723,2066547,109814582784,18882649240,530224408,1022,53139,NA,1.01,0.96,0.92,1,1.01,0.96,0.96,NA,-1812,-1.1,21870,1.1,3645472008,3.4,525945191,2.9,-212689921,-28.6,23,2.3,1214,2.3,"Maryland",233,7.25
234,234,25000,5,10,51,0,2014,"A",NA,"Massachusetts -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",224784,2933247,189875399065,37578459533,1676296906,1245,64732,NA,1,1.03,1.04,0.85,0.99,1.01,1.01,NA,5298,2.4,56835,2,10642080522,5.9,1054858152,2.9,-41760861,-2.4,47,3.9,2421,3.9,"Massachusetts",234,8
235,235,26000,5,10,51,0,2014,"A",NA,"Michigan -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",228871,3538241,170155314627,34863414442,1528516021,925,48090,NA,1,1.02,1.02,1.02,1.01,0.99,0.99,NA,-1451,-0.6,74597,2.2,8504359046,5.3,749869614,2.2,-246089708,-13.9,27,3,1419,3,"Michigan",235,8.15
236,236,27000,5,10,51,0,2014,"A",NA,"Minnesota -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",158030,2358269,122531788356,50633286565,960515802,999,51958,NA,0.99,1.02,1.03,1.03,1.01,1.01,1.01,NA,1913,1.2,36059,1.6,5315281083,4.5,1504609573,3.1,-270572846,-22,28,2.9,1482,2.9,"Minnesota",236,8
237,237,28000,5,10,51,0,2014,"A",NA,"Mississippi -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",67306,865964,31608397457,12059504155,146521540,702,36501,NA,0.97,0.93,0.91,1,1,0.99,0.98,NA,990,1.5,10312,1.2,899451367,2.9,239255636,2,-39453441,-21.2,12,1.7,611,1.7,"Mississippi",237,7.25
238,238,29000,5,10,51,0,2014,"A",NA,"Missouri -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",175135,2250862,100612525991,27654359697,596319370,860,44700,NA,0.98,1,1.01,1.02,1,1.01,1.01,NA,4108,2.4,30679,1.4,4157027526,4.3,774231363,2.9,-12588769,-2.1,25,3,1255,2.9,"Missouri",238,7.5
239,239,30000,5,10,51,0,2014,"A",NA,"Montana -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",41854,357881,13551644516,7179685151,149296469,728,37866,NA,0.98,0.96,0.94,0.83,0.94,0.98,0.98,NA,771,1.9,3083,0.9,601962588,4.6,352541558,5.2,4307809,3,26,3.7,1367,3.7,"Montana",239,7.9
240,240,31000,5,10,51,0,2014,"A",NA,"Nebraska -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",66612,786807,31977226900,7316043530,105572853,782,40642,NA,0.98,0.98,0.97,1.02,1,0.99,0.99,NA,1314,2,12209,1.6,1491707082,4.9,211282657,3,-14272275,-11.9,25,3.3,1285,3.3,"Nebraska",240,8.25
241,241,32000,5,10,51,0,2014,"A",NA,"Nevada -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",74924,1055556,45954996238,25199514511,495739270,837,43536,NA,1.02,1.04,1.01,1.02,1.01,0.98,0.97,NA,1865,2.6,40798,4,2378746038,5.5,1383984777,5.8,-32970844,-6.2,11,1.3,593,1.4,"Nevada",241,7.25
242,242,33000,5,10,51,0,2014,"A",NA,"New Hampshire -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",47409,541440,28051767204,6930394935,124948436,996,51810,NA,0.98,1.02,1.04,1.03,1.01,1.01,1.01,NA,460,1,7360,1.4,1647789150,6.2,183320663,2.7,-43564473,-25.9,45,4.7,2372,4.8,"New Hampshire",242,8.25
243,243,34000,5,10,51,0,2014,"A",NA,"New Jersey -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",254520,3263453,196365718410,80171258828,2359712436,1157,60171,NA,1.01,1,1,1.01,1,1,0.99,NA,3500,1.4,27798,0.9,5407234131,2.8,2435589418,3.1,-139529953,-5.6,22,1.9,1154,2,"New Jersey",243,7.5
244,244,35000,5,10,51,0,2014,"A",NA,"New Mexico -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",52542,618494,25202497381,12368641897,192009066,784,40748,NA,0.97,0.92,0.89,1,0.98,0.97,0.97,NA,932,1.8,8346,1.4,1000253795,4.1,337169097,2.8,-4526273,-2.3,21,2.8,1082,2.7,"New Mexico",244,8
245,245,36000,5,10,51,0,2014,"A",NA,"New York -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",607732,7484182,502805310535,77346842855,3473054132,1292,67182,NA,1.01,1,1.02,1.03,1.01,1.02,1.02,NA,8013,1.3,163069,2.2,32773404070,7,13344160365,20.8,571000716,19.7,57,4.6,2980,4.6,"New York",245,7.25
246,246,37000,5,10,51,0,2014,"A",NA,"North Carolina -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",252318,3375660,151998312094,63302984515,1514711211,866,45028,NA,1,0.98,0.99,0.89,0.95,1,1,NA,3965,1.6,84172,2.6,7938870143,5.5,4141018357,7,112489955,8,24,2.9,1261,2.9,"North Carolina",246,7.25
247,247,38000,5,10,51,0,2014,"A",NA,"North Dakota -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",29472,376049,19584301538,10104628409,117730454,1002,52079,NA,0.96,1,1.03,1.01,1,1.03,1.03,NA,856,3,16635,4.6,2066405015,11.8,1137595925,12.7,15067966,14.7,65,6.9,3339,6.9,"North Dakota",247,7.95
248,248,39000,5,10,51,0,2014,"A",NA,"Ohio -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",274367,4478047,203671021695,41666101608,1131765635,875,45482,NA,0.98,1.02,1.01,1.03,1.01,0.99,0.99,NA,609,0.2,73862,1.7,9614526847,5,1259813188,3.1,4715829,0.4,28,3.3,1420,3.2,"Ohio",248,7.25
249,249,40000,5,10,51,0,2014,"A",NA,"Oklahoma -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",101339,1262371,55656270690,22598459503,329994574,848,44089,NA,0.98,0.94,0.95,0.96,0.97,1.01,1.01,NA,1292,1.3,21349,1.7,2622611693,4.9,-276832882,-1.2,-195911887,-37.3,26,3.2,1355,3.2,"Oklahoma",249,9.1
250,250,41000,5,10,51,0,2014,"A",NA,"Oregon -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",129511,1453801,66743611729,35827630419,990117256,883,45910,NA,0.99,1,0.98,1.02,1,0.99,0.99,NA,3630,2.9,43009,3,4125470047,6.6,2099055771,6.2,-50706402,-4.9,29,3.4,1525,3.4,"Oregon",250,7.25
251,251,42000,5,10,51,0,2014,"A",NA,"Pennsylvania -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",333013,4961421,249590720073,43168533960,2724875947,967,50306,NA,0.99,1.04,1.04,1.02,1,1,1,NA,5864,1.8,56109,1.1,10239423503,4.3,1933532804,4.7,-14555117,-0.5,29,3.1,1512,3.1,"Pennsylvania",251,8
252,252,44000,5,10,51,0,2014,"A",NA,"Rhode Island -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",35059,404329,19188359195,6842145348,253727555,913,47457,NA,1.01,1.03,0.99,1.03,1.01,0.97,0.96,NA,307,0.9,6881,1.7,996060390,5.5,379464115,5.9,6573498,2.7,33,3.8,1684,3.7,"Rhode Island",252,7.25
253,253,45000,5,10,51,0,2014,"A",NA,"South Carolina -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",113830,1557179,62543588386,19323425147,469959899,772,40165,NA,1,0.97,0.96,1.02,1,0.99,0.99,NA,685,0.6,45347,3,3400203415,5.7,771071510,4.2,-3740939,-0.8,20,2.7,1045,2.7,"South Carolina",253,7.25
254,254,46000,5,10,51,0,2014,"A",NA,"South Dakota -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",29569,339116,13099523111,4176803398,40111663,743,38628,NA,0.95,0.98,0.98,0.99,0.95,1,1,NA,298,1,5804,1.7,738625969,6,356100518,9.3,383069,1,30,4.2,1543,4.2,"South Dakota",254,7.25
255,255,47000,5,10,51,0,2014,"A",NA,"Tennessee -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",142307,2342369,106179453711,23163134688,333108374,872,45330,NA,1.01,1.01,1.01,1.01,0.99,1.01,1,NA,2266,1.6,58078,2.5,5019084500,5,924684919,4.2,-216577245,-39.4,20,2.3,1045,2.4,"Tennessee",255,7.25
256,256,48000,5,10,51,0,2014,"A",NA,"Texas -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",606488,9597288,520333180749,101529255522,2625906919,1043,54217,NA,1,1,1.02,1.02,1,1.02,1.02,NA,13580,2.3,333919,3.6,37366960221,7.7,5280660888,5.5,-149670572,-5.4,40,4,2080,4,"Texas",256,7.25
257,257,49000,5,10,51,0,2014,"A",NA,"Utah -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",86654,1076055,46266369634,24941667923,312487729,827,42996,NA,0.99,0.98,0.99,1.02,1.01,1,1,NA,2619,3.1,33416,3.2,2769931613,6.4,1403184709,6,-43607957,-12.2,25,3.1,1278,3.1,"Utah",257,7.25
258,258,50000,5,10,51,0,2014,"A",NA,"Vermont -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",22899,251464,10603001930,3404996207,135392475,811,42165,NA,0.97,0.98,0.96,1.02,1.01,0.98,0.98,NA,69,0.3,2481,1,337845239,3.3,51717152,1.5,-629275,-0.5,18,2.3,937,2.3,"Vermont",258,8.73
259,259,51000,5,10,51,0,2014,"A",NA,"Virginia -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",232611,2969283,156075666518,26780175518,707305513,1011,52563,NA,1,0.96,0.95,1.01,1,1,0.99,NA,2299,1,17855,0.6,3590939992,2.4,147684660,0.6,-64739443,-8.4,17,1.7,898,1.7,"Virginia",259,7.25
260,260,53000,5,10,51,0,2014,"A",NA,"Washington -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",238130,2519468,138310446452,71797654078,1218168390,1056,54897,NA,1.01,0.98,0.98,1.02,1,1,1,NA,-4148,-1.7,77091,3.2,9157145176,7.1,3481725753,5.1,-39256569,-3.1,39,3.8,2017,3.8,"Washington",260,9.32
261,261,54000,5,10,51,0,2014,"A",NA,"West Virginia -- Statewide","Private","Total, all industries","State, Total -- by ownership sector","All establishment sizes",45898,563304,22811333765,6679986514,202617588,779,40496,NA,0.95,0.95,0.94,1.01,1,0.99,0.98,NA,186,0.4,-1671,-0.3,486707945,2.2,68171177,1,1038991,0.5,19,2.5,982,2.5,"West Virginia",261,7.25
